"thread_id","thread_date","author_id","thread_title","thread_body"
15461,"2025-06-12 00:08:10.742628+00",34104,"Outside Counsel Management","I'm looking to connect with folks who have deep experience in outside counsel management, especially those who: Manage timekeeper rates at the matter level   Have hands-on expertise with SimpleLegal, an Onit company   Are navigating or refining panel management processes If this is your world, I'd love to learn from you. My team is working on evolving our approach at Zoom and would really value your insights--what's worked, what hasn't, and where you see opportunities for smarter approaches. "
15462,"2025-06-12 03:41:17.061828+00",34965,"Auditor Recommendation","I work at a late stage SaaS company based in NY with significant operating subs in Japan and rest of Asia.  I'd appreciate receiving any referral/recommendation regarding audit firms - ideally cost effective (!) firms who have handled going public and ongoing pubco work streams (PCAOB audit). "
15465,"2025-06-12 13:28:26.08315+00",37164,"Recommendation For Canadian Financing Counsel","I'm looking for a recommendation for a Canadian counsel who can assist with financing document and security document review who will be startup friendly and below the price range of the top Canadian firms (Blakes, Osler, etc). Need to instruct someone fairly quickly. Any suggestions welcome! "
15466,"2025-06-12 14:18:47.110848+00",8680,"Best Practices For Retention Policies","I'm working on updating my company's retention policies. Would appreciate if members of the community could share best practices for a clear and effective retention policy. I primarily have two questions:    * Is it better to have one universal policy or multiple policies for different types of data (i.e. one for employees, one for user data, etc.,)?   * When organizing the various retention periods for data obtained from the user what is best practice? Is it better to break-down the individual pieces of data we collect or should the schedule be organized by feature sets?   Any additional suggestions/guidance you have is welcome. Thank you in advance. "
15467,"2025-06-12 15:05:54.490433+00",23725,"Colorado Defamation Counsel","Any recommendations for a Colorado lawyer for a defamation case? Cost-conscious options will be very much welcomed. "
15468,"2025-06-12 16:39:53.17814+00",9689,"Recommendation For RIA-Focused Securities Lawyer","Hi All - I am looking to retain an RIA-focused securities lawyer to help us with some regulatory work related to an AI Roboadvisor we are building. I would prefer someone at a smaller, mid-sized, or boutique firm, as we've received guidance from our Corp/Reg lawyers Wilson that we found a bit academic (borderline flippant, essentially saying this is a new space and we should feel empowered to do whatever we want given the current regulatory climate) and lacking in practical guidance (e.g., not a lot of detail on what risks can be mitigated by disclosures vs back end controls). I am now sourcing a second opinion as I conduct my own gap analysis/compliance risk assessment. Any referrals are much appreciated! "
15469,"2025-06-12 20:56:26.058424+00",3157,"Exec Table Top Exercise Templates","Does anyone have any templates or examples of exec level table top exercises they would be willing to share? Or any details on how you might have put one together would be greatly appreciated. We've run several cybersecurity table tops, relying on outside counsel, which seems to be the most common tabletop. Those exercises were very well received and I'd like to expand to other risk related scenarios (e.g. sudden unexpected Trump administration actions jeopardizing key aspects of our business) without a substantial outside counsel cost. Thanks all! "
15470,"2025-06-12 21:21:21.565545+00",1287,"Mass Arbitrations","Does anyone have a recommendation for counsel to help revise an arb clause with the ""latest and greatest"" in mass arb provisions/mitigants? Welcome any recommendations.  Bonus question: What arb platform do folks prefer for defending mass arbs? Particularly in terms of fee structure - which seems to be (maybe intentionally) opaque in all of their publicly available info. "
15472,"2025-06-13 00:00:48.227196+00",14524,"Pre-Employment Background And Criminal Records Checks","We're revisiting our pre-employment screening processes, and I'm interested to know what approaches others are taking with regarding to comprehensive pre-employment background checks, and criminal records checks specifically (and particularly if you are at an organization that is ISO or SOC2 certified). Do you perform criminal records checks as part of the pre-employment screening process? If so, is it for all potential employees or only a subset, and if a subset, how have you defined or categorized that subset? Many thanks for all input, and happy to connect 1:1 offline if that's best. "
15473,"2025-06-13 09:31:23.726037+00",33949,"DORA-Related Customer Requests","This is a question for IT services provider with customers who are subject to DORA.  Are you seeing (and have seen) a lot of DORA requests since the regulation came into force. We had a surge just shortly before the effective date in mid January but since then it was just a trickle (*knock on wood*). Honestly, I was expecting a lot more of requests for DORA related documentation/provisions. Is this something that you see on your end, too? "
